"pu","threats","amount","cost","status","threat1","threat2","threat3","threat4"
"294","4","1","1","0","0","0","0","1"
"295","2","1","1","0","0","1","0","0"
"295","4","1","1","0","0","0","0","1"
"296","2","1","1","0","0","1","0","0"
"296","4","1","1","0","0","0","0","1"
"297","2","1","1","0","0","1","0","0"
"297","3","1","1","0","0","0","1","0"
"297","4","1","1","0","0","0","0","1"
"298","2","1","1","0","0","1","0","0"
"298","4","1","1","0","0","0","0","1"
"299","2","1","1","0","0","1","0","0"
"299","3","1","1","0","0","0","1","0"
"299","4","1","1","0","0","0","0","1"
"300","2","1","1","0","0","1","0","0"
"301","2","1","1","0","0","1","0","0"
"301","4","1","1","0","0","0","0","1"
"302","2","1","1","0","0","1","0","0"
"302","4","1","1","0","0","0","0","1"
"303","2","1","1","0","0","1","0","0"
"303","4","1","1","0","0","0","0","1"
"304","2","1","1","0","0","1","0","0"
"304","4","1","1","0","0","0","0","1"
"305","2","1","1","0","0","1","0","0"
"305","3","1","1","0","0","0","1","0"
"305","4","1","1","0","0","0","0","1"
"306","2","1","1","0","0","1","0","0"
"306","4","1","1","0","0","0","0","1"
"307","2","1","1","0","0","1","0","0"
"307","3","1","1","0","0","0","1","0"
"307","4","1","1","0","0","0","0","1"
"308","2","1","1","0","0","1","0","0"
"308","3","1","1","0","0","0","1","0"
"308","4","1","1","0","0","0","0","1"
"309","2","1","1","0","0","1","0","0"
"309","4","1","1","0","0","0","0","1"
"310","2","1","1","0","0","1","0","0"
"310","3","1","1","0","0","0","1","0"
"310","4","1","1","0","0","0","0","1"
"311","2","1","1","0","0","1","0","0"
"311","4","1","1","0","0","0","0","1"
"312","2","1","1","0","0","1","0","0"
"312","3","1","1","0","0","0","1","0"
"312","4","1","1","0","0","0","0","1"
"313","2","1","1","0","0","1","0","0"
"313","3","1","1","0","0","0","1","0"
"313","4","1","1","0","0","0","0","1"
"314","2","1","1","0","0","1","0","0"
"314","4","1","1","0","0","0","0","1"
"315","2","1","1","0","0","1","0","0"
"315","3","1","1","0","0","0","1","0"
"315","4","1","1","0","0","0","0","1"
"316","2","1","1","0","0","1","0","0"
"316","4","1","1","0","0","0","0","1"
"317","1","1","1","0","1","0","0","0"
"317","2","1","1","0","0","1","0","0"
"317","4","1","1","0","0","0","0","1"
"318","2","1","1","0","0","1","0","0"
"318","3","1","1","0","0","0","1","0"
"318","4","1","1","0","0","0","0","1"
"319","1","1","1","0","1","0","0","0"
"319","2","1","1","0","0","1","0","0"
"319","3","1","1","0","0","0","1","0"
"319","4","1","1","0","0","0","0","1"
"320","2","1","1","0","0","1","0","0"
"320","3","1","1","0","0","0","1","0"
"320","4","1","1","0","0","0","0","1"
"321","2","1","1","0","0","1","0","0"
"321","3","1","1","0","0","0","1","0"
"321","4","1","1","0","0","0","0","1"
"322","2","1","1","0","0","1","0","0"
"322","3","1","1","0","0","0","1","0"
"322","4","1","1","0","0","0","0","1"
"323","1","1","1","0","1","0","0","0"
"323","2","1","1","0","0","1","0","0"
"323","3","1","1","0","0","0","1","0"
"323","4","1","1","0","0","0","0","1"
"324","2","1","1","0","0","1","0","0"
"324","3","1","1","0","0","0","1","0"
"324","4","1","1","0","0","0","0","1"
"325","2","1","1","0","0","1","0","0"
"325","3","1","1","0","0","0","1","0"
"325","4","1","1","0","0","0","0","1"
"326","2","1","1","0","0","1","0","0"
"326","4","1","1","0","0","0","0","1"
"327","2","1","1","0","0","1","0","0"
"327","3","1","1","0","0","0","1","0"
"327","4","1","1","0","0","0","0","1"
"328","2","1","1","0","0","1","0","0"
"328","3","1","1","0","0","0","1","0"
"328","4","1","1","0","0","0","0","1"
"329","2","1","1","0","0","1","0","0"
"329","3","1","1","0","0","0","1","0"
"329","4","1","1","0","0","0","0","1"
"330","2","1","1","0","0","1","0","0"
"330","3","1","1","0","0","0","1","0"
"330","4","1","1","0","0","0","0","1"
"331","2","1","1","0","0","1","0","0"
"331","3","1","1","0","0","0","1","0"
"331","4","1","1","0","0","0","0","1"
"332","2","1","1","0","0","1","0","0"
"332","3","1","1","0","0","0","1","0"
"332","4","1","1","0","0","0","0","1"
"333","2","1","1","0","0","1","0","0"
"333","3","1","1","0","0","0","1","0"
"333","4","1","1","0","0","0","0","1"
"334","2","1","1","0","0","1","0","0"
"334","4","1","1","0","0","0","0","1"
"335","2","1","1","0","0","1","0","0"
"335","4","1","1","0","0","0","0","1"
"336","2","1","1","0","0","1","0","0"
"336","4","1","1","0","0","0","0","1"
"337","2","1","1","0","0","1","0","0"
"337","3","1","1","0","0","0","1","0"
"337","4","1","1","0","0","0","0","1"
"338","2","1","1","0","0","1","0","0"
"338","3","1","1","0","0","0","1","0"
"338","4","1","1","0","0","0","0","1"
"339","2","1","1","0","0","1","0","0"
"339","3","1","1","0","0","0","1","0"
"339","4","1","1","0","0","0","0","1"
"340","2","1","1","0","0","1","0","0"
"340","3","1","1","0","0","0","1","0"
"340","4","1","1","0","0","0","0","1"
"341","1","1","1","0","1","0","0","0"
"341","2","1","1","0","0","1","0","0"
"341","3","1","1","0","0","0","1","0"
"341","4","1","1","0","0","0","0","1"
"342","2","1","1","0","0","1","0","0"
"342","3","1","1","0","0","0","1","0"
"342","4","1","1","0","0","0","0","1"
"343","2","1","1","0","0","1","0","0"
"343","4","1","1","0","0","0","0","1"
"344","2","1","1","0","0","1","0","0"
"344","4","1","1","0","0","0","0","1"
"345","2","1","1","0","0","1","0","0"
"345","4","1","1","0","0","0","0","1"
"346","2","1","1","0","0","1","0","0"
"346","3","1","1","0","0","0","1","0"
"346","4","1","1","0","0","0","0","1"
"347","2","1","1","0","0","1","0","0"
"347","3","1","1","0","0","0","1","0"
"347","4","1","1","0","0","0","0","1"
"348","2","1","1","0","0","1","0","0"
"348","4","1","1","0","0","0","0","1"
"349","1","1","1","0","1","0","0","0"
"349","2","1","1","0","0","1","0","0"
"349","3","1","1","0","0","0","1","0"
"349","4","1","1","0","0","0","0","1"
"350","2","1","1","0","0","1","0","0"
"350","4","1","1","0","0","0","0","1"
"351","2","1","1","0","0","1","0","0"
"351","4","1","1","0","0","0","0","1"
"352","2","1","1","0","0","1","0","0"
"352","4","1","1","0","0","0","0","1"
"353","2","1","1","0","0","1","0","0"
"353","4","1","1","0","0","0","0","1"
"354","2","1","1","0","0","1","0","0"
"354","3","1","1","0","0","0","1","0"
"354","4","1","1","0","0","0","0","1"
"355","2","1","1","0","0","1","0","0"
"355","4","1","1","0","0","0","0","1"
"356","2","1","1","0","0","1","0","0"
"356","3","1","1","0","0","0","1","0"
"356","4","1","1","0","0","0","0","1"
"357","2","1","1","0","0","1","0","0"
"357","3","1","1","0","0","0","1","0"
"357","4","1","1","0","0","0","0","1"
"358","2","1","1","0","0","1","0","0"
"358","4","1","1","0","0","0","0","1"
"359","2","1","1","0","0","1","0","0"
"359","4","1","1","0","0","0","0","1"
"360","2","1","1","0","0","1","0","0"
"360","3","1","1","0","0","0","1","0"
"360","4","1","1","0","0","0","0","1"
"361","2","1","1","0","0","1","0","0"
"361","3","1","1","0","0","0","1","0"
"361","4","1","1","0","0","0","0","1"
"362","2","1","1","0","0","1","0","0"
"362","4","1","1","0","0","0","0","1"
"363","2","1","1","0","0","1","0","0"
"363","4","1","1","0","0","0","0","1"
"364","1","1","1","0","1","0","0","0"
"364","2","1","1","0","0","1","0","0"
"364","3","1","1","0","0","0","1","0"
"364","4","1","1","0","0","0","0","1"
"365","2","1","1","0","0","1","0","0"
"365","4","1","1","0","0","0","0","1"
"366","2","1","1","0","0","1","0","0"
"366","3","1","1","0","0","0","1","0"
"366","4","1","1","0","0","0","0","1"
"367","2","1","1","0","0","1","0","0"
"367","3","1","1","0","0","0","1","0"
"367","4","1","1","0","0","0","0","1"
"368","2","1","1","0","0","1","0","0"
"368","3","1","1","0","0","0","1","0"
"368","4","1","1","0","0","0","0","1"
"369","2","1","1","0","0","1","0","0"
"369","3","1","1","0","0","0","1","0"
"369","4","1","1","0","0","0","0","1"
"370","2","1","1","0","0","1","0","0"
"370","3","1","1","0","0","0","1","0"
"370","4","1","1","0","0","0","0","1"
"371","2","1","1","0","0","1","0","0"
"371","3","1","1","0","0","0","1","0"
"371","4","1","1","0","0","0","0","1"
"372","2","1","1","0","0","1","0","0"
"372","3","1","1","0","0","0","1","0"
"372","4","1","1","0","0","0","0","1"
"373","2","1","1","0","0","1","0","0"
"373","3","1","1","0","0","0","1","0"
"373","4","1","1","0","0","0","0","1"
"374","2","1","1","0","0","1","0","0"
"374","4","1","1","0","0","0","0","1"
"375","2","1","1","0","0","1","0","0"
"375","4","1","1","0","0","0","0","1"
"376","2","1","1","0","0","1","0","0"
"376","3","1","1","0","0","0","1","0"
"376","4","1","1","0","0","0","0","1"
"377","2","1","1","0","0","1","0","0"
"377","4","1","1","0","0","0","0","1"
"378","2","1","1","0","0","1","0","0"
"378","3","1","1","0","0","0","1","0"
"378","4","1","1","0","0","0","0","1"
"379","2","1","1","0","0","1","0","0"
"379","4","1","1","0","0","0","0","1"
"380","2","1","1","0","0","1","0","0"
"380","4","1","1","0","0","0","0","1"
"381","2","1","1","0","0","1","0","0"
"381","4","1","1","0","0","0","0","1"
"382","2","1","1","0","0","1","0","0"
"382","3","1","1","0","0","0","1","0"
"382","4","1","1","0","0","0","0","1"
"383","2","1","1","0","0","1","0","0"
"383","4","1","1","0","0","0","0","1"
"384","1","1","1","0","1","0","0","0"
"384","2","1","1","0","0","1","0","0"
"384","3","1","1","0","0","0","1","0"
"384","4","1","1","0","0","0","0","1"
"385","2","1","1","0","0","1","0","0"
"385","3","1","1","0","0","0","1","0"
"385","4","1","1","0","0","0","0","1"
"386","2","1","1","0","0","1","0","0"
"386","3","1","1","0","0","0","1","0"
"386","4","1","1","0","0","0","0","1"
"387","2","1","1","0","0","1","0","0"
"387","4","1","1","0","0","0","0","1"
"388","2","1","1","0","0","1","0","0"
"388","4","1","1","0","0","0","0","1"
"389","2","1","1","0","0","1","0","0"
"389","4","1","1","0","0","0","0","1"
"390","2","1","1","0","0","1","0","0"
"390","4","1","1","0","0","0","0","1"
"391","2","1","1","0","0","1","0","0"
"391","4","1","1","0","0","0","0","1"
"392","1","1","1","0","1","0","0","0"
"392","2","1","1","0","0","1","0","0"
"392","3","1","1","0","0","0","1","0"
"392","4","1","1","0","0","0","0","1"
"393","1","1","1","0","1","0","0","0"
"393","2","1","1","0","0","1","0","0"
"393","3","1","1","0","0","0","1","0"
"393","4","1","1","0","0","0","0","1"
"394","1","1","1","0","1","0","0","0"
"394","2","1","1","0","0","1","0","0"
"394","3","1","1","0","0","0","1","0"
"394","4","1","1","0","0","0","0","1"
"395","2","1","1","0","0","1","0","0"
"395","3","1","1","0","0","0","1","0"
"395","4","1","1","0","0","0","0","1"
"396","2","1","1","0","0","1","0","0"
"396","3","1","1","0","0","0","1","0"
"396","4","1","1","0","0","0","0","1"
"397","2","1","1","0","0","1","0","0"
"397","3","1","1","0","0","0","1","0"
"397","4","1","1","0","0","0","0","1"
"398","2","1","1","0","0","1","0","0"
"398","3","1","1","0","0","0","1","0"
"398","4","1","1","0","0","0","0","1"
"399","2","1","1","0","0","1","0","0"
"399","3","1","1","0","0","0","1","0"
"399","4","1","1","0","0","0","0","1"
"400","2","1","1","0","0","1","0","0"
"400","3","1","1","0","0","0","1","0"
"400","4","1","1","0","0","0","0","1"
"401","2","1","1","0","0","1","0","0"
"401","3","1","1","0","0","0","1","0"
"401","4","1","1","0","0","0","0","1"
"402","2","1","1","0","0","1","0","0"
"402","3","1","1","0","0","0","1","0"
"402","4","1","1","0","0","0","0","1"
"403","2","1","1","0","0","1","0","0"
"403","4","1","1","0","0","0","0","1"
"404","2","1","1","0","0","1","0","0"
"404","3","1","1","0","0","0","1","0"
"404","4","1","1","0","0","0","0","1"
"405","2","1","1","0","0","1","0","0"
"405","4","1","1","0","0","0","0","1"
"406","2","1","1","0","0","1","0","0"
"406","3","1","1","0","0","0","1","0"
"406","4","1","1","0","0","0","0","1"
"407","2","1","1","0","0","1","0","0"
"407","4","1","1","0","0","0","0","1"
"408","2","1","1","0","0","1","0","0"
"408","3","1","1","0","0","0","1","0"
"408","4","1","1","0","0","0","0","1"
"409","2","1","1","0","0","1","0","0"
"409","3","1","1","0","0","0","1","0"
"409","4","1","1","0","0","0","0","1"
"410","2","1","1","0","0","1","0","0"
"410","3","1","1","0","0","0","1","0"
"410","4","1","1","0","0","0","0","1"
"411","2","1","1","0","0","1","0","0"
"411","3","1","1","0","0","0","1","0"
"411","4","1","1","0","0","0","0","1"
"412","2","1","1","0","0","1","0","0"
"412","4","1","1","0","0","0","0","1"
"413","2","1","1","0","0","1","0","0"
"413","3","1","1","0","0","0","1","0"
"413","4","1","1","0","0","0","0","1"
"414","1","1","1","0","1","0","0","0"
"414","2","1","1","0","0","1","0","0"
"414","3","1","1","0","0","0","1","0"
"414","4","1","1","0","0","0","0","1"
"415","2","1","1","0","0","1","0","0"
"415","3","1","1","0","0","0","1","0"
"415","4","1","1","0","0","0","0","1"
"416","2","1","1","0","0","1","0","0"
"416","4","1","1","0","0","0","0","1"
"417","2","1","1","0","0","1","0","0"
"417","4","1","1","0","0","0","0","1"
"418","2","1","1","0","0","1","0","0"
"418","4","1","1","0","0","0","0","1"
"419","2","1","1","0","0","1","0","0"
"419","4","1","1","0","0","0","0","1"
"420","2","1","1","0","0","1","0","0"
"420","3","1","1","0","0","0","1","0"
"420","4","1","1","0","0","0","0","1"
"421","1","1","1","0","1","0","0","0"
"421","2","1","1","0","0","1","0","0"
"421","3","1","1","0","0","0","1","0"
"421","4","1","1","0","0","0","0","1"
"422","2","1","1","0","0","1","0","0"
"422","3","1","1","0","0","0","1","0"
"422","4","1","1","0","0","0","0","1"
"423","2","1","1","0","0","1","0","0"
"423","3","1","1","0","0","0","1","0"
"423","4","1","1","0","0","0","0","1"
"424","2","1","1","0","0","1","0","0"
"424","3","1","1","0","0","0","1","0"
"424","4","1","1","0","0","0","0","1"
"425","2","1","1","0","0","1","0","0"
"425","3","1","1","0","0","0","1","0"
"425","4","1","1","0","0","0","0","1"
"426","2","1","1","0","0","1","0","0"
"426","3","1","1","0","0","0","1","0"
"426","4","1","1","0","0","0","0","1"
"427","2","1","1","0","0","1","0","0"
"427","4","1","1","0","0","0","0","1"
"428","2","1","1","0","0","1","0","0"
"428","3","1","1","0","0","0","1","0"
"428","4","1","1","0","0","0","0","1"
"429","2","1","1","0","0","1","0","0"
"429","3","1","1","0","0","0","1","0"
"429","4","1","1","0","0","0","0","1"
"430","2","1","1","0","0","1","0","0"
"430","3","1","1","0","0","0","1","0"
"430","4","1","1","0","0","0","0","1"
"431","2","1","1","0","0","1","0","0"
"431","3","1","1","0","0","0","1","0"
"431","4","1","1","0","0","0","0","1"
"432","2","1","1","0","0","1","0","0"
"432","3","1","1","0","0","0","1","0"
"432","4","1","1","0","0","0","0","1"
"433","2","1","1","0","0","1","0","0"
"433","3","1","1","0","0","0","1","0"
"433","4","1","1","0","0","0","0","1"
"434","2","1","1","0","0","1","0","0"
"434","4","1","1","0","0","0","0","1"
"435","2","1","1","0","0","1","0","0"
"435","3","1","1","0","0","0","1","0"
"435","4","1","1","0","0","0","0","1"
"436","2","1","1","0","0","1","0","0"
"436","3","1","1","0","0","0","1","0"
"436","4","1","1","0","0","0","0","1"
"437","2","1","1","0","0","1","0","0"
"437","3","1","1","0","0","0","1","0"
"437","4","1","1","0","0","0","0","1"
"438","2","1","1","0","0","1","0","0"
"438","4","1","1","0","0","0","0","1"
"439","2","1","1","0","0","1","0","0"
"439","3","1","1","0","0","0","1","0"
"439","4","1","1","0","0","0","0","1"
"440","1","1","1","0","1","0","0","0"
"440","2","1","1","0","0","1","0","0"
"440","4","1","1","0","0","0","0","1"
"441","2","1","1","0","0","1","0","0"
"441","3","1","1","0","0","0","1","0"
"441","4","1","1","0","0","0","0","1"
"442","2","1","1","0","0","1","0","0"
"442","3","1","1","0","0","0","1","0"
"442","4","1","1","0","0","0","0","1"
"443","2","1","1","0","0","1","0","0"
"443","4","1","1","0","0","0","0","1"
"444","2","1","1","0","0","1","0","0"
"444","3","1","1","0","0","0","1","0"
"444","4","1","1","0","0","0","0","1"
"445","2","1","1","0","0","1","0","0"
"445","3","1","1","0","0","0","1","0"
"445","4","1","1","0","0","0","0","1"
"446","2","1","1","0","0","1","0","0"
"446","4","1","1","0","0","0","0","1"
"447","2","1","1","0","0","1","0","0"
"447","3","1","1","0","0","0","1","0"
"447","4","1","1","0","0","0","0","1"
"448","2","1","1","0","0","1","0","0"
"448","4","1","1","0","0","0","0","1"
"449","2","1","1","0","0","1","0","0"
"449","3","1","1","0","0","0","1","0"
"449","4","1","1","0","0","0","0","1"
"450","2","1","1","0","0","1","0","0"
"450","3","1","1","0","0","0","1","0"
"450","4","1","1","0","0","0","0","1"
"451","2","1","1","0","0","1","0","0"
"451","4","1","1","0","0","0","0","1"
"452","2","1","1","0","0","1","0","0"
"452","4","1","1","0","0","0","0","1"
"453","2","1","1","0","0","1","0","0"
"453","3","1","1","0","0","0","1","0"
"453","4","1","1","0","0","0","0","1"
"454","2","1","1","0","0","1","0","0"
"454","3","1","1","0","0","0","1","0"
"454","4","1","1","0","0","0","0","1"
"455","2","1","1","0","0","1","0","0"
"455","3","1","1","0","0","0","1","0"
"455","4","1","1","0","0","0","0","1"
"456","1","1","1","0","1","0","0","0"
"456","2","1","1","0","0","1","0","0"
"456","3","1","1","0","0","0","1","0"
"456","4","1","1","0","0","0","0","1"
"457","1","1","1","0","1","0","0","0"
"457","2","1","1","0","0","1","0","0"
"457","4","1","1","0","0","0","0","1"
"458","2","1","1","0","0","1","0","0"
"458","3","1","1","0","0","0","1","0"
"458","4","1","1","0","0","0","0","1"
"459","2","1","1","0","0","1","0","0"
"459","3","1","1","0","0","0","1","0"
"459","4","1","1","0","0","0","0","1"
"460","2","1","1","0","0","1","0","0"
"460","3","1","1","0","0","0","1","0"
"460","4","1","1","0","0","0","0","1"
"461","2","1","1","0","0","1","0","0"
"461","3","1","1","0","0","0","1","0"
"461","4","1","1","0","0","0","0","1"
"462","2","1","1","0","0","1","0","0"
"462","4","1","1","0","0","0","0","1"
"463","2","1","1","0","0","1","0","0"
"463","3","1","1","0","0","0","1","0"
"463","4","1","1","0","0","0","0","1"
"464","2","1","1","0","0","1","0","0"
"464","4","1","1","0","0","0","0","1"
"465","2","1","1","0","0","1","0","0"
"465","3","1","1","0","0","0","1","0"
"465","4","1","1","0","0","0","0","1"
"466","1","1","1","0","1","0","0","0"
"466","2","1","1","0","0","1","0","0"
"466","3","1","1","0","0","0","1","0"
"466","4","1","1","0","0","0","0","1"
"467","2","1","1","0","0","1","0","0"
"467","4","1","1","0","0","0","0","1"
"468","2","1","1","0","0","1","0","0"
"468","3","1","1","0","0","0","1","0"
"468","4","1","1","0","0","0","0","1"
"469","2","1","1","0","0","1","0","0"
"469","3","1","1","0","0","0","1","0"
"469","4","1","1","0","0","0","0","1"
"470","2","1","1","0","0","1","0","0"
"470","4","1","1","0","0","0","0","1"
"471","2","1","1","0","0","1","0","0"
"471","4","1","1","0","0","0","0","1"
"472","2","1","1","0","0","1","0","0"
"472","4","1","1","0","0","0","0","1"
"473","2","1","1","0","0","1","0","0"
"473","3","1","1","0","0","0","1","0"
"473","4","1","1","0","0","0","0","1"
"474","2","1","1","0","0","1","0","0"
"474","4","1","1","0","0","0","0","1"
"475","2","1","1","0","0","1","0","0"
"475","4","1","1","0","0","0","0","1"
"476","2","1","1","0","0","1","0","0"
"476","3","1","1","0","0","0","1","0"
"476","4","1","1","0","0","0","0","1"
"477","2","1","1","0","0","1","0","0"
